  0.000000000  0.000000000  0.000000000      30       0
       1       1  -23.093389636   -0.000000000
       1       2  -23.093389636   -0.000000000
       1       3  -20.874327271   -0.000000000
       1       4  -20.874327271   -0.000000000
       1       5  -20.714422074   -0.000000000
       1       6  -20.714422074   -0.000000000
       1       7  -20.672190488   -0.000000000
       1       8  -20.672190489    0.000000000
       1       9  -13.233044401    0.000000000
       1      10  -13.233044401    0.000000000
       1      11  -13.327853411    0.000000000
       1      12  -13.327853411    0.000000000
       1      13  -12.439586195    0.000000000
       1      14  -12.439586196    0.000000000
       1      15  -14.297146023    0.000000000
       1      16  -14.297146023    0.000000000
       1      17  -14.328216473    0.000000000
       1      18  -14.328216473    0.000000000
       1      19  -12.418424112   -0.000000000
       1      20  -12.418424111   -0.000000000
       1      21  -15.044260850    0.000000000
       1      22  -15.044260855   -0.000000000
       1      23  -15.044696082   -0.000000000
       1      24  -15.044696084    0.000000000
       1      25  -13.588769299   -0.000000000
       1      26  -13.588769272   -0.000000000
       1      27  -14.637494072    0.000000000
       1      28  -14.637494130    0.000000000
       1      29  -14.620991659    0.000000000
       1      30  -14.620991620   -0.000000000
  0.000000000  0.000000000  0.250000000      30       0
       1       1  -23.092645914   -0.000000000
       1       2  -23.092645914   -0.000000000
       1       3  -20.869989056   -0.000000000
       1       4  -20.869989056    0.000000000
       1       5  -20.712269506   -0.000000000
       1       6  -20.712269506   -0.000000000
       1       7  -20.670451141   -0.000000000
       1       8  -20.670449623   -0.000000000
       1       9  -13.232386014    0.000000000
       1      10  -13.232386014    0.000000000
       1      11  -13.328277268    0.000000000
       1      12  -13.328277268    0.000000000
       1      13  -12.440295557   -0.000000000
       1      14  -12.440295557    0.000000000
       1      15  -14.297004561    0.000000000
       1      16  -14.297004561   -0.000000000
       1      17  -14.329413598    0.000000000
       1      18  -14.326387787    0.000000000
       1      19  -12.413314411   -0.000000000
       1      20  -12.413314412   -0.000000000
       1      21  -15.038490478    0.000000000
       1      22  -15.038490475   -0.000000000
       1      23  -15.040641220   -0.000000000
       1      24  -15.037504697    0.000000000
       1      25  -13.596221899   -0.000000000
       1      26  -13.596221889   -0.000000000
       1      27  -14.636428448   -0.000000000
       1      28  -14.636428413   -0.000000000
       1      29  -14.619395835   -0.000000000
       1      30  -14.620493021   -0.000000000
  0.000000000  0.000000000  0.500000000      30       0
       1       1  -23.095006966    0.000000000
       1       2  -23.095006966   -0.000000000
       1       3  -20.956607125   -0.000000000
       1       4  -20.956607125   -0.000000000
       1       5  -20.721334249   -0.000000000
       1       6  -20.721334249   -0.000000000
       1       7  -20.669848803   -0.000000000
       1       8  -20.669848804    0.000000000
       1       9  -13.248595412   -0.000000000
       1      10  -13.248595412    0.000000000
       1      11  -13.344512036   -0.000000000
       1      12  -13.344512036    0.000000000
       1      13  -12.475059306    0.000000000
       1      14  -12.475059306    0.000000000
       1      15  -14.286147367    0.000000000
       1      16  -14.286147366   -0.000000000
       1      17  -14.324611094    0.000000000
       1      18  -14.324611091    0.000000000
       1      19  -12.410441970   -0.000000000
       1      20  -12.410441970   -0.000000000
       1      21  -15.087339026    0.000000000
       1      22  -15.087339023   -0.000000000
       1      23  -15.087991214    0.000000000
       1      24  -15.087991207   -0.000000000
       1      25  -13.695853612    0.000000000
       1      26  -13.695853614    0.000000000
       1      27  -14.657272728    0.000000000
       1      28  -14.657272593   -0.000000000
       1      29  -14.640461567   -0.000000000
       1      30  -14.640461607    0.000000000
  0.000000000  0.250000000  0.000000000      30       0
       1       1  -23.111290974   -0.000000000
       1       2  -23.111290974   -0.000000000
       1       3  -20.964177756   -0.000000000
       1       4  -20.964177756    0.000000000
       1       5  -20.866431086   -0.000000000
       1       6  -20.866431086   -0.000000000
       1       7  -20.776541700   -0.000000000
       1       8  -20.776541700   -0.000000000
       1       9  -13.486977415    0.000000000
       1      10  -13.486977415   -0.000000000
       1      11  -13.654650802   -0.000000000
       1      12  -13.654650802    0.000000000
       1      13  -13.004839974    0.000000000
       1      14  -13.004839973    0.000000000
       1      15  -13.269940186    0.000000000
       1      16  -13.269940186    0.000000000
       1      17  -13.534056574   -0.000000000
       1      18  -13.534056574    0.000000000
       1      19  -14.634820275    0.000000000
       1      20  -14.634820271    0.000000000
       1      21  -14.557527129    0.000000000
       1      22  -14.557527130   -0.000000000
       1      23  -13.011589730   -0.000000000
       1      24  -13.011589728   -0.000000000
       1      25  -14.114292696    0.000000000
       1      26  -14.114292692   -0.000000000
       1      27  -13.639886173   -0.000000000
       1      28  -13.639886176    0.000000000
       1      29  -14.914488575   -0.000000000
       1      30  -14.914488510   -0.000000000
  0.000000000  0.250000000  0.250000000      30       0
       1       1  -23.113005132   -0.000000000
       1       2  -23.113004340   -0.000000000
       1       3  -20.984142336   -0.000000000
       1       4  -20.981967496   -0.000000000
       1       5  -20.890675809   -0.000000000
       1       6  -20.888090800   -0.000000000
       1       7  -20.794138288   -0.000000000
       1       8  -20.793829868   -0.000000000
       1       9  -13.492248477   -0.000000000
       1      10  -13.492342822    0.000000000
       1      11  -13.652504914    0.000000000
       1      12  -13.652672903    0.000000000
       1      13  -13.019586754    0.000000000
       1      14  -13.019390943    0.000000000
       1      15  -13.278796574   -0.000000000
       1      16  -13.280089332    0.000000000
       1      17  -13.542089877   -0.000000000
       1      18  -13.540697590    0.000000000
       1      19  -14.677966324   -0.000000000
       1      20  -14.677483704    0.000000000
       1      21  -14.554932343   -0.000000000
       1      22  -14.554167212   -0.000000000
       1      23  -13.016539779   -0.000000000
       1      24  -13.016142247   -0.000000000
       1      25  -14.134520569    0.000000000
       1      26  -14.134363048    0.000000000
       1      27  -13.690262268   -0.000000000
       1      28  -13.690256859   -0.000000000
       1      29  -14.931472496    0.000000000
       1      30  -14.930301432   -0.000000000
  0.000000000  0.250000000  0.500000000      30       0
       1       1  -23.111272473    0.000000000
       1       2  -23.111272473   -0.000000000
       1       3  -20.967344991   -0.000000000
       1       4  -20.967344990   -0.000000000
       1       5  -20.854263593   -0.000000000
       1       6  -20.854263593   -0.000000000
       1       7  -20.797191323   -0.000000000
       1       8  -20.797191323   -0.000000000
       1       9  -13.495069068   -0.000000000
       1      10  -13.495069068   -0.000000000
       1      11  -13.627886517    0.000000000
       1      12  -13.627886517    0.000000000
       1      13  -13.006649730   -0.000000000
       1      14  -13.006649730   -0.000000000
       1      15  -13.267512054    0.000000000
       1      16  -13.267512053    0.000000000
       1      17  -13.542281296    0.000000000
       1      18  -13.542281297   -0.000000000
       1      19  -14.658479687   -0.000000000
       1      20  -14.658479689    0.000000000
       1      21  -14.601091371    0.000000000
       1      22  -14.601091367   -0.000000000
       1      23  -13.015983477    0.000000000
       1      24  -13.015983462   -0.000000000
       1      25  -14.078454068   -0.000000000
       1      26  -14.078454097    0.000000000
       1      27  -14.967287062   -0.000000000
       1      28  -14.967287040    0.000000000
       1      29  -13.600208238   -0.000000000
       1      30  -13.600208450   -0.000000000
  0.000000000  0.500000000  0.000000000      30       0
       1       1  -23.123045137   -0.000000000
       1       2  -23.123045137   -0.000000000
       1       3  -21.039283462   -0.000000000
       1       4  -21.039283462   -0.000000000
       1       5  -20.899514555   -0.000000000
       1       6  -20.899514555   -0.000000000
       1       7  -20.848836853   -0.000000000
       1       8  -20.848836854   -0.000000000
       1       9  -14.007791395    0.000000000
       1      10  -14.007791395    0.000000000
       1      11  -14.080485929    0.000000000
       1      12  -14.080485929    0.000000000
       1      13  -12.616754838    0.000000000
       1      14  -12.616754837    0.000000000
       1      15  -12.719520711   -0.000000000
       1      16  -12.719520710   -0.000000000
       1      17  -13.372170691   -0.000000000
       1      18  -13.372170691    0.000000000
       1      19  -14.537452301    0.000000000
       1      20  -14.537452302    0.000000000
       1      21  -13.377790264   -0.000000000
       1      22  -13.377790259   -0.000000000
       1      23  -13.981133275    0.000000000
       1      24  -13.981133280    0.000000000
